time,L,M,N
2016-01-22 07:18:49.969564,-34.90469013893045,23.93863278357156,3.6780172983142014
2016-01-22 07:18:49.999564,-35.33599579784844,25.65434664343324,3.961965404981524
2016-01-22 07:18:50.029564,-35.136966500669644,27.04020122579841,3.0674006954230517
2016-01-22 07:18:50.059564,-35.56290411809703,28.2010806317455,1.8323627440422094
2016-01-22 07:18:50.089564,-36.24136943492152,28.137625037464765,1.5827428110035897
2016-01-22 07:18:50.119564,-37.13151215312318,29.283653827980046,1.8316777743511845
2016-01-22 07:18:50.149564,-37.69708829636229,29.67410470266995,2.573733611728903
2016-01-22 07:18:50.179564,-38.03789420035384,29.876000777991955,2.8040091013458146
2016-01-22 07:18:50.209564,-38.12234510344149,30.25998430470255,2.4569027362601186
2016-01-22 07:18:50.239564,-38.695768794601975,30.995521641519904,2.325226200046876
2016-01-22 07:18:50.269564,-39.35403829477424,32.027201681344856,2.3664353190333305
2016-01-22 07:18:50.299564,-39.81125444067312,32.32522327079615,3.190714695777925
2016-01-22 07:18:50.329564,-40.520952500697895,32.979939638838125,3.254542396639027
2016-01-22 07:18:50.359564,-40.94036831915935,34.33412742320392,3.391290566098797
2016-01-22 07:18:50.389564,-41.545531959674,35.20537544635523,3.448403723848099
2016-01-22 07:18:50.419564,-41.561790332632604,36.04205082544327,3.555282830703083
2016-01-22 07:18:50.449564,-41.425929271926364,36.85918218017556,3.8794594410083367
2016-01-22 07:18:50.479564,-40.64524783354014,37.262049013550886,4.284112344549495
2016-01-22 07:18:50.509564,-40.33168060954512,37.083276198571745,4.6556358402986735
2016-01-22 07:18:50.539564,-40.07288214102483,37.115975530137774,4.788685205992676
2016-01-22 07:18:50.569564,-39.5603882881857,37.31152754420035,4.783481476430153
2016-01-22 07:18:50.599564,-39.71172380655911,37.331859038899616,4.766177454457886
2016-01-22 07:18:50.629564,-39.87393988681064,36.7802834431374,5.4947729731070485
2016-01-22 07:18:50.659564,-39.97332712464186,35.482678482735444,6.445254010441945
2016-01-22 07:18:50.689564,-39.786430452618696,35.01632285335177,6.760285666396795
2016-01-22 07:18:50.719564,-39.45398874958763,34.884391961112726,6.582648970848439
2016-01-22 07:18:50.749564,-39.13946979159177,34.56068622182418,6.615264671527515
2016-01-22 07:18:50.779564,-38.30324726703596,34.32990287495018,6.536487871938444
2016-01-22 07:18:50.809564,-37.67369078516319,34.43615746924231,6.599988368823581
2016-01-22 07:18:50.839564,-37.360627290915886,34.269096557861225,6.696346702510771
2016-01-22 07:18:50.869564,-36.41405077249997,33.42300226035239,7.2556596330032175
2016-01-22 07:18:50.899564,-33.79806384243196,34.84829955111103,7.071081867965185
2016-01-22 07:18:50.929564,-32.23213541285655,34.580894572814515,7.360476968871863
2016-01-22 07:18:50.959564,-32.28779156321938,34.22398496048069,7.729017009831329
2016-01-22 07:18:50.989564,-31.5723154280633,34.55853821019262,7.52883968640387
2016-01-22 07:18:51.019564,-31.11670491106177,34.667025508417495,7.439207916705904
2016-01-22 07:18:51.049564,-30.485409757572235,35.19741538793051,7.5330518639333
2016-01-22 07:18:51.079564,-30.091854838860918,35.24080389165878,7.271573667983446
2016-01-22 07:18:51.109564,-30.35930373695871,35.77757350897861,7.138385060454951
2016-01-22 07:18:51.139564,-30.43985794793828,36.82242551013174,7.478898831924147
2016-01-22 07:18:51.169564,-29.8112289970267,37.70315341564463,7.147622193876479
2016-01-22 07:18:51.199564,-28.73390722482995,38.91502544639268,6.666273182420934
2016-01-22 07:18:51.229564,-28.537814247126132,39.59439757208136,6.87728116970813
2016-01-22 07:18:51.259564,-27.687844588819214,39.48377239904042,7.1756235107024775
2016-01-22 07:18:51.289564,-26.548669275602595,39.391476961581255,7.417863747448926
2016-01-22 07:18:51.319564,-24.968534456637027,40.00079429229407,7.038758888502989
2016-01-22 07:18:51.349564,-22.850647377923284,39.77913786559475,6.747678351490703
2016-01-22 07:18:51.379564,-21.87779192360341,38.125814645265244,7.069677449728476
2016-01-22 07:18:51.409564,-21.030802036907563,36.964252459762136,7.473609330100245
2016-01-22 07:18:51.439564,-20.568408651769033,36.07989687765405,7.475062385772203
2016-01-22 07:18:51.469564,-20.3953249309348,35.31900000900576,7.077550135383967
2016-01-22 07:18:51.499564,-20.401158128330934,34.47080459478293,6.57104985624112
2016-01-22 07:18:51.529564,-21.982665004547776,33.371516951278494,6.382239707985153
2016-01-22 07:18:51.559564,-22.873174321689298,32.061747122367606,6.827079099079548
2016-01-22 07:18:51.589564,-22.693071684896292,30.477145530695044,7.981005375648999
2016-01-22 07:18:51.619564,-21.335303695098236,30.53489046333268,8.097583897200067
2016-01-22 07:18:51.649564,-21.777571912910158,30.485270897956536,7.943369175536089
2016-01-22 07:18:51.679564,-22.11754349410303,30.175891878099304,7.845805054611779
2016-01-22 07:18:51.709564,-22.995526323104585,29.864702407734526,8.143701476572305
2016-01-22 07:18:51.739564,-23.708882187853956,29.07166094856351,8.402438531002963
2016-01-22 07:18:51.769564,-23.875051671874676,28.727240151545395,8.860597568577221
2016-01-22 07:18:51.799564,-23.803211626198134,28.578467964436133,8.660619585286062
2016-01-22 07:18:51.829564,-23.3957136923996,28.686446485983495,8.198883786723334
2016-01-22 07:18:51.859564,-24.037177256914052,28.12053588171095,8.158135759721548
2016-01-22 07:18:51.889564,-25.097979954479086,27.603992218866463,8.039411373280217
2016-01-22 07:18:51.919564,-25.835163406773038,27.230329700442976,7.9499685186609055
2016-01-22 07:18:51.949564,-26.774668647496586,27.37461447556388,8.020545699362545
2016-01-22 07:18:51.979564,-27.382585034195866,27.280501978697888,7.9017522593322385
2016-01-22 07:18:52.009564,-27.17388632548326,26.863335275121674,7.676317307654068
2016-01-22 07:18:52.039564,-26.97085293461864,26.67622881696338,7.805219838781233
2016-01-22 07:18:52.069564,-26.950505285014845,26.741642046920823,7.9204057326715525
2016-01-22 07:18:52.099564,-27.183543711109458,26.75020385656063,7.725212528762806
2016-01-22 07:18:52.129564,-27.524258091292022,27.239188948572735,7.129542253645855
2016-01-22 07:18:52.159564,-27.729593181150673,27.32252216931507,6.525072244669788
2016-01-22 07:18:52.189564,-28.25430482655308,27.63752053452172,6.44452079437489
2016-01-22 07:18:52.219564,-28.531813155449427,27.698990481922085,5.948150465246063
2016-01-22 07:18:52.249564,-28.65195215655672,27.912788521038806,5.778042545943825
2016-01-22 07:18:52.279564,-28.35350856909948,28.19122406049645,5.5953061816315035
2016-01-22 07:18:52.309564,-28.528423804558425,28.41765230389082,5.55874478678062
2016-01-22 07:18:52.339564,-28.72370343337896,28.841284604853403,5.607815581553227
2016-01-22 07:18:52.369564,-28.50402910776041,28.957840933311775,5.563385335115692
2016-01-22 07:18:52.399564,-28.330001245046095,28.645934517207053,5.70265389326795
2016-01-22 07:18:52.429564,-28.28936230436341,28.42666327818646,5.913669706155947
2016-01-22 07:18:52.459564,-28.220693714865856,28.283641624524044,6.174338603052836
2016-01-22 07:18:52.489564,-28.45958922909782,28.38922445806031,6.6749619835924445
2016-01-22 07:18:52.519564,-28.574199343868223,29.034617112273445,7.077751280523531
2016-01-22 07:18:52.549564,-28.944092505655917,29.620132883608903,7.416446764628264
2016-01-22 07:18:52.579564,-29.353438627137063,29.622556581667293,7.824561954370262
2016-01-22 07:18:52.609564,-29.696383445853122,29.60977390167434,8.468970566793356
2016-01-22 07:18:52.639564,-28.90910390573316,29.317227624963106,8.400225466752879
2016-01-22 07:18:52.669564,-28.962580703618816,28.581340538895926,8.50276701748189
2016-01-22 07:18:52.699564,-29.04906921934018,28.36898654122901,8.546037160000354
2016-01-22 07:18:52.729564,-29.64344296928719,28.156460602189295,8.72654610118904
2016-01-22 07:18:52.759564,-29.420094027104444,28.822575062400002,8.905597541246788
2016-01-22 07:18:52.789564,-28.87381329771508,29.225748146524904,9.151432360621802
2016-01-22 07:18:52.819564,-28.28540524192757,29.934271710694276,9.282752447976494
2016-01-22 07:18:52.849564,-27.743124681935875,30.44785506036875,9.48747544711102
2016-01-22 07:18:52.879564,-27.25604332694694,30.92335457156448,9.52151009142967
2016-01-22 07:18:52.909564,-26.943926293905733,31.286140742767326,9.74067116536082
2016-01-22 07:18:52.939564,-26.625507263937067,31.586171923440876,9.835508828366137
2016-01-22 07:18:52.969564,-26.42296106763058,31.864276632046426,9.925633870663708
2016-01-22 07:18:52.999564,-26.367016789314416,32.12616419627939,9.904720241162472
